,pct_missing,nobs,r2,r2_adj,bic,r2_pred,mse_pred,mape_pred,const_ci_rng,const_estimate,const_in_target,const_true_beta,x1_ci_rng,x1_estimate,x1_in_target,x1_true_beta,x1:x2_ci_rng,x1:x2_estimate,x1:x2_in_target,x1:x2_true_beta,x2_ci_rng,x2_estimate,x2_in_target,x2_true_beta,action_type,beta_sigma,sample_size,beta_x2/beta_x1
0,0.0,20.0,0.9383895862096401,0.9268376336239476,63.58143051749603,0.886395908925306,0.7034215213377399,4.11887731621762,3.7557466414650946,9.866712514834362,1,10,8.538491109635455,9.228437275466712,1,10,12.678268203214966,3.4203137957319676,1,1,5.806141777610643,0.5795901821361125,1,1.0,mean,0.0,0.0,0.0
1,1.0,20.0,0.9245259074980653,0.9103745151539525,67.64060132565007,0.8985315235210036,0.6282793992493594,3.906760010285807,4.007306041753786,10.330458206977346,1,10,9.049525653542283,8.043744500306207,1,10,13.333600096214841,5.233044962706893,1,1,6.090460179106553,-0.24981590237139883,1,1.0,mean,0.0,0.0,0.0
0,0.0,20.0,0.9383895862096401,0.9268376336239476,63.58143051749602,0.8863959089253062,0.7034215213377386,4.118877316217614,3.7557466414650937,9.866712514834362,1,10,8.538491109635451,9.228437275466716,1,10,12.678268203214962,3.420313795731964,1,1,5.806141777610642,0.5795901821361138,1,1.0,mean,0.0,0.0,0.0
1,1.0,20.0,0.9245259074980654,0.9103745151539526,67.64060132565004,0.8985315235210041,0.6282793992493572,3.906760010285805,4.007306041753786,10.330458206977347,1,10,9.049525653542279,8.043744500306202,1,10,13.333600096214834,5.233044962706892,1,1,6.090460179106551,-0.2498159023714024,1,1.0,mean,0.0,0.0,0.0
0,0.0,20.0,0.9383895862096401,0.9268376336239476,63.58143051749602,0.8863959089253062,0.7034215213377386,4.118877316217614,3.7557466414650937,9.866712514834362,1,10,8.538491109635451,9.228437275466716,1,10,12.678268203214962,3.420313795731964,1,1,5.806141777610642,0.5795901821361138,1,1.0,mean,0.0,0.0,0.0
1,1.0,20.0,0.9245259074980653,0.9103745151539525,67.64060132565007,0.8985315235210036,0.6282793992493594,3.906760010285807,4.007306041753786,10.330458206977346,1,10,9.049525653542283,8.043744500306207,1,10,13.333600096214841,5.233044962706893,1,1,6.090460179106553,-0.24981590237139883,1,1.0,mean,0.0,0.0,0.0
0,0.0,20.0,0.9383895862096401,0.9268376336239476,63.58143051749603,0.886395908925306,0.7034215213377399,4.11887731621762,3.7557466414650946,9.866712514834362,1,10,8.538491109635455,9.228437275466712,1,10,12.67826820321497,3.4203137957319676,1,1,5.806141777610644,0.5795901821361125,1,1.0,mean,0.0,0.0,0.0
1,1.0,20.0,0.9245259074980654,0.9103745151539526,67.64060132565004,0.8985315235210041,0.6282793992493572,3.906760010285805,4.007306041753786,10.330458206977347,1,10,9.049525653542279,8.043744500306202,1,10,13.333600096214834,5.233044962706892,1,1,6.090460179106551,-0.2498159023714024,1,1.0,mean,0.0,0.0,0.0
0,0.0,20.0,0.9542440958718595,0.9456648638478332,53.31960793457215,0.8701662475993015,1.8948864385628081,6.504341040146275,3.3937690739958484,8.714348817040516,1,10,7.301596907163143,13.96142471983601,0,10,12.58294470518296,-6.325977230431292,0,1,5.59931715903779,3.3246618782688877,1,1.0,mean,0.0,0.0,0.0
1,1.0,20.0,0.9227762395480209,0.9082967844632748,63.78733497809138,0.9032667123683631,1.4117946335331992,5.354294503083355,4.232919131115829,9.48952812596902,1,10,8.689271142321616,11.669566219790266,1,10,14.813937780196785,-2.1415170889603417,1,1,6.718154360923242,1.6349913451263065,1,1.0,mean,0.0,0.0,0.0
0,0.0,50.0,0.9272334074512977,0.922487760111165,145.57642169365423,0.8697977009293945,1.7372590633338973,7.505673288729691,1.7705147923780835,10.566691641362608,1,10,3.381356130232131,9.026349005825761,1,10,6.27149708472224,1.3859165291407836,1,1,3.9110060500721477,0.9782990445878106,1,1.0,mean,0.0,1.0,0.0
1,1.0,50.0,0.8839414496652795,0.8763724137738848,168.9183142793378,0.8714156600695243,1.715671009971104,7.304064187324066,2.2812176306101506,10.978279309910722,1,10,4.211078845541267,7.775237290025635,0,10,7.632493674459901,3.8059798799229783,1,1,4.871738555894368,-0.07285490152517227,1,1.0,mean,0.0,1.0,0.0
0,0.0,50.0,0.9272334074512977,0.922487760111165,145.57642169365423,0.8697977009293945,1.7372590633338973,7.505673288729691,1.7705147923780835,10.566691641362608,1,10,3.381356130232131,9.026349005825761,1,10,6.27149708472224,1.3859165291407836,1,1,3.9110060500721477,0.9782990445878106,1,1.0,mean,0.0,1.0,0.0
1,1.0,50.0,0.8839414496652795,0.8763724137738848,168.9183142793378,0.8714156600695243,1.715671009971104,7.304064187324066,2.2812176306101506,10.978279309910722,1,10,4.211078845541264,7.775237290025635,0,10,7.6324936744599,3.8059798799229783,1,1,4.871738555894368,-0.07285490152517227,1,1.0,mean,0.0,1.0,0.0
0,0.0,50.0,0.9272334074512977,0.922487760111165,145.57642169365423,0.8697977009293945,1.7372590633338973,7.505673288729691,1.7705147923780835,10.566691641362608,1,10,3.381356130232131,9.026349005825761,1,10,6.27149708472224,1.3859165291407836,1,1,3.9110060500721477,0.9782990445878106,1,1.0,mean,0.0,1.0,0.0
1,1.0,50.0,0.8839414496652795,0.8763724137738848,168.9183142793378,0.8714156600695243,1.715671009971104,7.304064187324066,2.2812176306101506,10.978279309910722,1,10,4.211078845541264,7.775237290025635,0,10,7.6324936744599,3.8059798799229783,1,1,4.871738555894368,-0.07285490152517227,1,1.0,mean,0.0,1.0,0.0
0,0.0,50.0,0.9486292071554839,0.9452789380569285,134.38941858114893,0.8597952448953762,1.1640041672481616,6.339705861530938,2.210236861713593,8.81513683581679,0,10,3.241207647725549,11.398405567655422,1,10,5.418686712619664,-0.3973831388584834,1,1,3.5465720814214006,2.205872185935428,1,1.0,mean,0.0,1.0,0.0
1,1.0,50.0,0.8751708941935218,0.8670298655539689,178.78321208056022,0.8915512169098819,0.9003605858851952,5.196630555539968,2.97141449223637,11.069177795280734,1,10,4.207127927418577,7.779492146462046,0,10,6.6776306954261955,6.504412674642614,0,1,4.618571168274206,-1.8356366453051143,0,1.0,mean,0.0,1.0,0.0
0,0.0,50.0,0.9223170827803143,0.9172508055703348,140.61308042500366,0.9031412755213744,0.885211919055724,5.220453954477444,2.050332062369929,9.76741697229723,1,10,3.541210313583118,10.171634555560974,1,10,5.839213807655294,0.07848573191323815,1,1,3.4160003453855117,1.6266701567891864,1,1.0,mean,0.0,1.0,0.0
1,1.0,50.0,0.8617961781911541,0.8527828854644902,169.4177898020212,0.9105942792214246,0.8170973765241762,5.244419952673911,2.453075022054911,11.116406882200572,1,10,4.153629227639769,7.6528100855647505,0,10,6.4861156601130325,5.0561382594878435,0,1,3.9369977482571983,-1.05108583668353,0,1.0,mean,0.0,1.0,0.0
0,0.0,20.0,0.48721351127644874,0.3910660446407829,119.05720747234132,-1.3469404650957908,22.70584237247139,21.565331680667715,14.859473413819199,10.41963268463129,1,10,24.399134372623116,5.818086422563499,1,10,35.51841266263009,6.999367032921953,1,1,22.783079677310898,-1.120483501145861,1,1.0,mean,1.0,0.0,0.0
1,1.0,20.0,0.4604083273965839,0.35923488878344334,120.07627016157886,-1.2338119870088078,21.611363228461325,20.549014203058835,18.13078730600396,11.873849758100175,1,10,27.90713820143419,2.765460255406653,1,10,38.890820892643035,10.989039662599474,1,1,25.83744945020672,-3.1465413506325106,1,1.0,mean,1.0,0.0,0.0
0,0.0,20.0,0.613058240254045,0.5405066603016784,116.30965737222326,0.4649277341318565,7.392573666957699,16.23626828691889,11.613847464020829,10.640287836427284,1,10,22.339869831098426,9.985530265928297,1,10,43.06418686849568,7.1178487125340375,1,1,20.61225038467418,-2.3723772533609653,1,1.0,mean,1.0,0.0,0.0
1,1.0,20.0,0.666846592118812,0.6043803281410893,113.31623493489579,0.5179904082981637,6.659458249166889,15.239761584224254,10.957145286251297,9.340417362504033,1,10,20.56957866960456,12.608919009646101,1,10,39.26258417350432,3.077934224910102,1,1,19.01903296312063,-0.609441956322482,1,1.0,mean,1.0,0.0,0.0
0,0.0,20.0,0.48721351127644874,0.3910660446407829,119.05720747234132,-1.3469404650957908,22.70584237247139,21.565331680667715,14.859473413819199,10.41963268463129,1,10,24.39913437262312,5.818086422563499,1,10,35.51841266263009,6.999367032921953,1,1,22.7830796773109,-1.120483501145861,1,1.0,mean,1.0,0.0,0.0
1,1.0,20.0,0.46040832739658377,0.35923488878344323,120.07627016157886,-1.2338119870088051,21.6113632284613,20.549014203058828,18.130787306003963,11.873849758100176,1,10,27.907138201434194,2.7654602554066514,1,10,38.89082089264304,10.989039662599476,1,1,25.837449450206723,-3.146541350632509,1,1.0,mean,1.0,0.0,0.0
0,0.0,20.0,0.613058240254045,0.5405066603016784,116.30965737222326,0.4649277341318565,7.392573666957699,16.23626828691889,11.613847464020829,10.640287836427284,1,10,22.339869831098426,9.985530265928297,1,10,43.06418686849568,7.1178487125340375,1,1,20.61225038467418,-2.3723772533609653,1,1.0,mean,1.0,0.0,0.0
1,1.0,20.0,0.666846592118812,0.6043803281410893,113.31623493489579,0.5179904082981637,6.659458249166889,15.239761584224254,10.957145286251297,9.340417362504033,1,10,20.56957866960456,12.608919009646101,1,10,39.26258417350432,3.077934224910102,1,1,19.01903296312063,-0.609441956322482,1,1.0,mean,1.0,0.0,0.0
0,0.0,20.0,0.3669135410101362,0.24820982994953666,108.62584549850496,0.5332012620951885,5.233566337781465,14.903130233890865,12.264986816252502,12.900480614917758,1,10,26.624764413049597,4.204107478367138,1,10,44.51328878126241,6.946113932918889,1,1,19.75822259352458,-3.210451255292286,1,1.0,mean,1.0,0.0,0.0
1,1.0,20.0,0.5710749221185434,0.49065147001577025,100.83935072138482,0.4509512160927458,6.1557219416535975,15.959706146968733,12.268475725826644,6.88128721544714,1,10,24.271844761540358,16.470240673232166,1,10,38.64290000583815,-10.674566474493075,1,1,18.239807512650945,4.711964959009103,1,1.0,mean,1.0,0.0,0.0
0,0.0,50.0,0.5196815814013014,0.48835646714486447,260.6550621182828,0.6739085492953397,6.821072381259273,14.307999442635062,5.617815040912454,11.72236689608002,1,10,10.079175382291027,7.447699136327304,1,10,17.927452201196118,3.700184343455426,1,1,10.090480968790255,-1.3231381703649694,1,1.0,mean,1.0,1.0,0.0
1,1.0,50.0,0.5220113534027377,0.49083818079856845,260.4119483318949,0.6746896529229085,6.804733515676023,14.07410227354147,5.593949648105518,11.68995786135169,1,10,9.828052691505551,7.371022475703564,1,10,17.206497404340304,4.161354112836855,1,1,9.934454017251998,-1.403754020847263,1,1.0,mean,1.0,1.0,0.0
0,0.0,50.0,0.6169166903418484,0.5919329962337081,250.3535337248874,0.582082132964773,6.866458600101243,15.370921647245439,7.28388523894548,13.377655379868447,1,10,13.072371281710588,3.590442590301599,1,10,22.07780542958855,13.369708557519068,0,1,11.769328366765286,-5.601623333709872,0,1.0,mean,1.0,1.0,0.0
1,1.0,50.0,0.6074725115624665,0.581872892751323,251.57123796435528,0.5215759397348478,7.860585206389617,16.57342591443861,6.709890017347057,14.72433733813967,0,10,10.73965501427687,0.7843384070611208,0,10,17.223910356130894,17.844034703026324,0,1,10.445648349988387,-7.669176623693951,0,1.0,mean,1.0,1.0,0.0
0,0.0,50.0,0.5667640108157967,0.5385094897820444,263.06588839935694,0.5445105097089931,8.116718689680898,16.729259305225163,6.448117670312064,9.099900907755458,1,10,11.124689047002878,11.140784357528235,1,10,21.33077415362282,0.5097638276865801,1,1,13.056358063054224,1.3770767371192196,1,1.0,mean,1.0,1.0,0.0
1,1.0,50.0,0.5737274115431856,0.5459270253394803,262.25570997129415,0.4932580759660282,9.03002535365546,16.679649280426954,5.740762389266617,9.759503939351188,1,10,9.955048784965413,10.276597748482878,1,10,17.929299181072064,4.251692390057357,1,1,11.125611327825457,-1.3401929858524575,1,1.0,mean,1.0,1.0,0.0
0,0.0,50.0,0.5505006257515164,0.5211854491700936,255.20958310929095,0.5291480156766925,8.343754977526586,17.98366961980084,5.425915539952104,10.40571316995261,1,10,11.700387116962034,7.257144850640454,1,10,24.356232309733915,5.771149803143226,1,1,11.812631323210434,-0.7285250389983586,1,1.0,mean,1.0,1.0,0.0
1,1.0,50.0,0.5475810757799009,0.5180754937655465,255.53328872365745,0.4870566493936589,9.08963703521758,18.395273537304025,4.757118754577675,11.002951500180643,1,10,9.912586568055485,5.979757666867579,1,10,19.012621667936855,9.975419138117921,1,1,10.051810321115902,-2.5040011689918615,1,1.0,mean,1.0,1.0,0.0
0,0.0,50.0,0.687293180684342,0.6668992576854946,261.0021543888028,0.7007357104974872,7.20490292978409,17.386129443545883,7.532440622016141,6.075929502922427,0,10,11.24735580955931,16.167854292645877,0,10,19.9827546921023,-5.218720556593911,1,1,12.658495967974014,3.97508568826304,1,1.0,mean,1.0,1.0,0.0
1,1.0,50.0,0.5478444418590419,0.5183560358933272,279.44016457502505,0.6607230357186229,8.168223472378651,19.294148729137856,8.611431834339363,10.090718560579646,1,10,12.071110721453614,8.98239046544604,1,10,20.219031229918134,7.589505217998107,1,1,13.766424081297735,-2.9534611879205093,1,1.0,mean,1.0,1.0,0.0
0,0.0,20.0,0.8823499774320046,0.8602905982005055,70.32738277022658,0.8381776033066307,2.359435606274587,8.887955930107209,6.540658413066648,8.737339468115206,1,10,9.702947888183743,10.588473364898334,1,10,20.558970224253795,-3.7932577820684443,1,1,14.640254640855023,5.455379258695672,1,1.0,invert,0.0,0.0,0.0
1,1.0,20.0,0.880318578497725,0.8578783119660485,70.66976446392268,0.8465725734516885,2.2370335662690026,8.537587982655879,6.436176887337499,8.964627423861472,1,10,9.84587409930915,10.583905582357044,1,10,20.564891376438478,-3.4602443605317177,1,1,14.426656327669605,4.946005400400885,1,1.0,invert,0.0,0.0,0.0
0,0.0,20.0,0.9473798748954878,0.9375136014383918,49.36558986926937,0.9620867357053077,0.42562745891871534,4.220184513456644,3.3523992497985304,10.605508109093943,1,10,6.223750368210318,8.231473466778228,1,10,12.211727377363694,4.626379268342546,1,1,6.219304197980218,-0.23524448986366409,1,1.0,invert,0.0,0.0,0.0
1,1.0,20.0,0.9445547594883013,0.9341587768923577,50.41153433168042,0.9608634698157327,0.4393602662052313,4.270365471929212,3.4433392489640084,10.656103445358006,1,10,6.443602939793166,8.188102429363678,1,10,12.70821530615467,4.585893854373737,1,1,6.399521641952905,-0.305886245203153,1,1.0,invert,0.0,0.0,0.0
0,0.0,20.0,0.8905775212760835,0.8700608065153491,62.67902434719308,0.6297738146422267,2.6131098305813523,8.420091836439225,4.96338106565484,10.046177428924238,1,10,8.09760149719904,8.791385364075202,1,10,11.812303744435306,0.6679877369839611,1,1,6.681996174399764,1.6182641854736497,1,1.0,invert,0.0,0.0,0.0
1,1.0,20.0,0.8926320852682371,0.8725006012560316,62.299925352184516,0.6293949223941926,2.6157841067325984,8.553120913833009,4.732113475879846,10.240804649593143,1,10,7.708033039856793,8.507809480597434,1,10,11.416116555602613,0.9344227563585581,1,1,6.443212175478024,1.4294256906430973,1,1.0,invert,0.0,0.0,0.0
0,0.0,20.0,0.9198192771243049,0.9047853915851121,67.05453732571027,0.9410118113501565,0.7625583696123487,5.15644884470737,3.7086668433856538,9.438637163311625,1,10,6.6351898146870845,10.066281816115314,1,10,13.40671879955819,0.2020715892651701,1,1,8.641184686355937,2.239588229434693,1,1.0,invert,0.0,0.0,0.0
1,1.0,20.0,0.9173468194051951,0.9018493480436692,67.66194099346397,0.9382405573354293,0.7983832184782191,5.150681902416145,3.5199559123970374,9.8938044839894,1,10,6.611034816265353,9.819409121971137,1,10,13.326305120099462,0.8207507566874526,1,1,8.432429641830886,1.4241855685093459,1,1.0,invert,0.0,0.0,0.0
0,0.0,20.0,0.9032911329203681,0.8851582203429371,63.05184410789815,0.9127926773738536,1.1487387278478756,7.0399528885210785,6.072457636700207,10.319619744619366,1,10,8.318952258298054,11.024224111345493,1,10,11.173170182138476,-0.707552722802113,1,1,7.714612882241672,1.0652620435035614,1,1.0,invert,0.0,0.0,0.0
1,1.0,20.0,0.9141837744292219,0.898093232134701,60.66190416361401,0.8985807489660178,1.3359453988916636,7.538199713339622,5.687367567088118,10.161128108994774,1,10,8.125774788673581,11.752978374621064,1,10,10.917834303314876,-1.7173089891907196,1,1,7.291399829917157,1.3574365635815682,1,1.0,invert,0.0,0.0,0.0
0,0.0,50.0,0.9127319239302301,0.9070405276648102,150.7129014074362,0.9099007386588757,1.1701619776992964,6.438753400367244,1.9681693751035212,9.789852984789036,1,10,3.3896191459906078,11.10604791110164,1,10,6.0187940733040755,-1.4741596264926784,1,1,3.2906115664283297,1.303947266461661,1,1.0,invert,0.0,1.0,0.0
1,1.0,50.0,0.9188344247018004,0.9135410176171352,147.08822603426947,0.9105477092875883,1.161759462305286,6.352422229191994,1.9271265437048548,9.622640797032766,1,10,3.3411643623121527,11.455820698036312,1,10,5.86784782302032,-1.8863648120268994,1,1,3.215638132705716,1.5756215822194455,1,1.0,invert,0.0,1.0,0.0
0,0.0,50.0,0.9129518377505733,0.9072747836908281,153.6785972319858,0.9061614802763939,0.7154511270873705,4.091041501525711,2.2168138564167066,9.965931062454217,1,10,4.6646478426165885,9.759555598386509,1,10,8.208439317568729,1.2847269005015605,1,1,3.722567283034495,0.926025581289351,1,1.0,invert,0.0,1.0,0.0
1,1.0,50.0,0.9187162058365047,0.913415088825842,150.25285264934834,0.907810007445603,0.7028822947494487,4.011166385106674,1.9900951846663837,10.282969658678821,1,10,4.180364265868047,9.243405975816318,1,10,7.511733182009358,1.9777661796048989,1,1,3.4237290134152243,0.5431050115584615,1,1.0,invert,0.0,1.0,0.0
0,0.0,50.0,0.9014865377551083,0.8950617467391372,150.56504038548772,0.8749265877204659,1.4360401645067749,6.250863645686133,2.5661790860200995,10.373496517925235,1,10,4.0718412469505685,9.044196668114733,1,10,6.728873103293838,1.6532249114210225,1,1,4.365454255838679,0.8266135121145464,1,1.0,invert,0.0,1.0,0.0
1,1.0,50.0,0.9107786287223201,0.9049598436389931,145.61140977688225,0.8649758564028385,1.5502902643312817,6.4683860637237505,2.2187991808645577,10.84919298674863,1,10,3.587303152882302,8.596770872318556,1,10,6.274516149425848,1.6634605545698489,1,1,3.9474650180504796,0.3638626573345407,1,1.0,invert,0.0,1.0,0.0
0,0.0,50.0,0.9309259939739372,0.9264211674939765,148.7425097355539,0.8053328734732987,1.5305474255553906,6.968026362347163,2.242527435155072,9.552434940751763,1,10,3.922975314168479,10.376667868858837,1,10,6.09373642796526,0.45629352664262013,1,1,3.780382374583814,1.798781377761772,1,1.0,invert,0.0,1.0,0.0
1,1.0,50.0,0.9328860590036422,0.9285090628517058,147.3031750328653,0.8050760059562994,1.5325670162478047,6.956893582171015,2.189359154124812,9.587963077872207,1,10,3.8470321217642507,10.382560877420797,1,10,5.963089504561803,0.5083619955353105,1,1,3.704191000942455,1.7582121364124346,1,1.0,invert,0.0,1.0,0.0
0,0.0,50.0,0.9157257873865757,0.9102296430857002,139.8057458450337,0.8719070981476478,1.4006957537455276,6.5965074992243276,2.496598280010798,8.662078712482982,0,10,4.062491012012831,11.427184426292554,1,10,6.266100138266026,-0.9387455417850994,1,1,3.8145566077588295,2.520447422242328,1,1.0,invert,0.0,1.0,0.0
1,1.0,50.0,0.9198692481877384,0.9146433295912866,137.2849348519662,0.870912675932117,1.411569759678579,6.501289001189782,2.387898613923504,8.753823662169216,0,10,3.9627842310385617,11.531650860157363,1,10,6.240706218278804,-1.5076114365466893,1,1,3.6884381474297627,2.4828649358327928,1,1.0,invert,0.0,1.0,0.0
0,0.0,20.0,0.6259940159675225,0.555867893961433,108.49233904871346,0.23783984267838165,12.418722625161745,16.54565760388644,15.671284405943501,13.457749815076216,1,10,27.419421732079545,2.6867803910574795,1,10,46.20876398938836,17.87297439286786,1,1,27.374547356399948,-7.9788794848131435,1,1.0,invert,1.0,0.0,0.0
1,1.0,20.0,0.6510500011317699,0.5856218763439768,107.1054759456421,0.2468800131251102,12.271421079438554,17.58550551018111,11.81222952249485,12.064882995608409,1,10,21.400464607368683,5.829499626487082,1,10,37.89883483118277,12.944391624662526,1,1,22.26445156434044,-5.713512463706156,1,1.0,invert,1.0,0.0,0.0
0,0.0,20.0,0.7006581824932778,0.6445315917107675,101.2680132410313,0.3619464126638813,11.842145769130886,19.18825301610732,8.532720082885799,12.033652693759612,1,10,15.52785865956448,6.600643185180914,1,10,27.343541057283346,12.69273082851106,1,1,17.599384933825043,-7.712601602070659,1,1.0,invert,1.0,0.0,0.0
1,1.0,20.0,0.7314631713099362,0.6811125159305492,99.09605216758895,0.3754081564078148,11.592298522933415,19.095556240089007,7.83884041223305,11.508555130319268,1,10,14.19779994698263,7.82206191390331,1,10,24.19270563913574,11.77941636954322,1,1,16.28822641758328,-7.095666119620308,1,1.0,invert,1.0,0.0,0.0
0,0.0,20.0,0.6511211267849861,0.585706338057171,113.25650942845583,0.6878430033628051,9.416325109132178,13.17440791237529,16.901300585131484,5.536142689343133,1,10,31.51842959634839,23.056982175415303,1,10,48.15558968536044,-12.092273927655029,1,1,26.56455984961571,4.706740311326777,1,1.0,invert,1.0,0.0,0.0
1,1.0,20.0,0.7389339395434171,0.6899840532078079,107.4574831621778,0.7017469684066153,8.996907134943081,11.82309435959141,10.773588607266667,8.005957129777233,1,10,18.51297359746264,18.647103671120117,1,10,28.04421218354469,-2.5764499128073037,1,1,16.6382602036014,-1.7945382767583828,1,1.0,invert,1.0,0.0,0.0
0,0.0,20.0,0.35233289504713017,0.2308953128684671,111.32488455959178,0.46725553581031154,6.369271045797328,12.75098748109142,9.6155399768475,7.944275784843576,1,10,24.717002582045637,11.928303699539423,1,10,50.07063392977452,-8.296076796664616,1,1,16.99972874060007,6.061690285222815,1,1.0,invert,1.0,0.0,0.0
